id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
15439395.0,15439395,stephenfry,"Los Angeles, CA",Actor and writer currently working on new TV comedy @GreatIndoorsCBS Instagram ‰ÛÒ stephenfryactually _Ù_•ü‰Û_ÙÎö,https://t.co/32DSMgj8CC,12464997,50549,57800,Tue Jul 15 11:45:30 +0000 2008,144,True,22034,en,"{u'contributors': None, u'truncated': False, u'text': u'Hoping to help out a young singer-songwriter struggling to make it in a tough business. Do what you can to help @edsheeran break through x', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840376295661887488, u'favorite_count': 4422, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 85452649, u'indices': [112, 122], u'id_str': u'85452649', u'screen_name': u'edsheeran', u'name': u'Ed Sheeran'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 553, u'id_str': u'840376295661887488', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sat Mar 11 01:38:16 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",False,False,True,Stephen Fry,0
8.31e+17,8.31E+17,litts_mccarlie,"New York, NY","Jagan menghina seseorang yg lebih rendah daripada kamu, kerana segala sesuatuitumempunyai kelebihan.",None,0,30,0,Sun Feb 12 03:33:51 +0000 2017,39,False,60,en,"{""created_at"": ""Mon Mar 13 02:58:20 +0000 2017"", ""hashtags"": [], ""id"": 841121217746751488, ""id_str"": ""841121217746751488"", ""lang"": ""en"", ""retweet_count"": 2584, ""retweeted_status"": {""created_at"": ""Mon Jun 22 15:10:55 +0000 2015"", ""favorite_count"": 2598, ""hashtags"": [], ""id"": 613001222832787456, ""id_str"": ""613001222832787456"", ""lang"": ""en"", ""retweet_count"": 2584, ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""text"": ""\""What I do every day is I wake up and try to do everything I can to build the kind of team that we all can be proud of.\"""", ""urls"": [], ""user_mentions"": []}, ""source"": ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"", ""text"": ""RT @AdamDicus: \""What I do every day is I wake up and try to do everything I can to build the kind of team that we all can be proud of.\"""", ""urls"": [], ""user_mentions"": [{""id"": 25543670, ""name"": ""Adam Dicus"", ""screen_name"": ""AdamDicus""}]}",True,False,False,Litts McCARLIE,1
582070651.0,582070651,LettsScience,"Cambridge, UK",Bringing you a selection of the latest research in biochemistry and biophysics.,http://t.co/V7GdRTdtKv,163,206,11,5/16/2012 18:45,12,False,502,en,@poloscience saddest thing I ever heard. Being able to afford Gyofs was how I knew I was old and I will never give them up!,True,False,False,James A. Letts,1
4219364481.0,4219364481,liketocontinue,"New York, NY","A story in 36 tweets, told in your notifications panel. Tweet '@liketocontinue hi' to start and wait for the reply. By Matt Webb @genmon",https://t.co/3OqwIuCf5n,114,243,6,11/18/2015 16:46,0,False,4385,en,"Status(in_reply_to_user_id=1411346748, place=None, id_str='821300880855236608', coordinates=None, retweet_count=0, lang='en', source_url='http://electron.farm', in_reply_to_screen_name='l_ucasrex', in_reply_to_user_id_str='1411346748', _json={'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': [{'screen_name': 'l_ucasrex', 'id_str': '1411346748', 'indices': [0, 10], 'name': 'Lucas Rex', 'id': 1411346748}]}, 'place': None, 'id_str': '821300880855236608', 'retweet_count': 0, 'lang': 'en', 'in_reply_to_screen_name': 'l_ucasrex', 'in_reply_to_user_id_str': '1411346748', 'is_quote_status': False, 'created_at': 'Tue Jan 17 10:19:23 +0000 2017', 'retweeted': False, 'favorite_count': 0, 'id': 821300880855236608, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""http://electron.farm"" rel=""nofollow"">Electron Farm Manager</a>', 'in_reply_to_status_id': None, 'text': ""@l_ucasrex And there are no ghosts. There are no angels. There's no magic in the universe"", 'coordinates': None, 'in_reply_to_user_id': 1411346748}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': [{'screen_name': 'l_ucasrex', 'id_str': '1411346748', 'indices': [0, 10], 'name': 'Lucas Rex', 'id': 1411346748}]}, favorite_count=0, id=821300880855236608, created_at=datetime.datetime(2017, 1, 17, 10, 19, 23), truncated=False, geo=None, favorited=False, contributors=None, source='Electron Farm Manager', text=""@l_ucasrex And there are no ghosts. There are no angels. There's no magic in the universe"", retweeted=False, in_reply_to_status_id=None)",False,False,False,Like to Continue,1
7.78e+17,7.78E+17,VinceGreen53,"Los Angeles, CA","Best Selling Author of 3 Courtroom novels:""The Price of Justice"" ,""The Price of Victory"" (Endeavour '16) and ""Extreme Justice"" (Endeavour '17). Lawyer, Musician",https://t.co/BkV5HL3bmA,27458,27182,165,Mon Sep 19 00:51:09 +0000 2016,233,False,91,en,"{""created_at"": ""Fri Mar 10 23:41:33 +0000 2017"", ""favorite_count"": 3, ""hashtags"": [], ""id"": 840346921197694977, ""id_str"": ""840346921197694977"", ""lang"": ""en"", ""retweet_count"": 3, ""source"": ""<a href=\""http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>"", ""text"": ""WWII # POWs # Germans # Hitler # https://t.co/Xneb5t9WQk"", ""urls"": [{""expanded_url"": ""https://twitter.com/VinceGreen53/status/801864201559937024"", ""url"": ""https://t.co/Xneb5t9WQk""}], ""user_mentions"": []}",True,False,True,Vince Green,0
8.28e+17,8.28E+17,OldLSystemBot,"New York, NY",https://t.co/DQcDzqb3WU,https://t.co/yeY9YYLKY4,4,0,1,2/5/2017 20:13,0,False,1469,gl,"Status(in_reply_to_user_id=None, extended_entities={'media': [{'expanded_url': 'https://twitter.com/OldLSystemBot/status/841313158560174080/photo/1', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 2000, 'h': 1000}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'small': {'resize': 'fit', 'w': 680, 'h': 340}, 'medium': {'resize': 'fit', 'w': 1200, 'h': 600}}, 'media_url_https': 'https://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg', 'indices': [104, 127], 'display_url': 'pic.twitter.com/73msEijeP5', 'id': 841313154898485248, 'id_str': '841313154898485248', 'url': 'https://t.co/73msEijeP5', 'media_url': 'http://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg'}]}, place=None, id_str='841313158560174080', coordinates=None, retweet_count=0, lang='pl', source_url='http://balbona.me/', in_reply_to_screen_name=None, in_reply_to_user_id_str=None, _json={'retweeted': False, 'extended_entities': {'media': [{'expanded_url': 'https://twitter.com/OldLSystemBot/status/841313158560174080/photo/1', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 2000, 'h': 1000}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'small': {'resize': 'fit', 'w': 680, 'h': 340}, 'medium': {'resize': 'fit', 'w': 1200, 'h': 600}}, 'media_url_https': 'https://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg', 'indices': [104, 127], 'display_url': 'pic.twitter.com/73msEijeP5', 'id': 841313154898485248, 'id_str': '841313154898485248', 'url': 'https://t.co/73msEijeP5', 'media_url': 'http://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg'}]}, 'place': None, 'id_str': '841313158560174080', 'retweet_count': 0, 'lang': 'pl', 'in_reply_to_screen_name': None, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'created_at': 'Mon Mar 13 15:41:02 +0000 2017', 'entities': {'media': [{'expanded_url': 'https://twitter.com/OldLSystemBot/status/841313158560174080/photo/1', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 2000, 'h': 1000}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'small': {'resize': 'fit', 'w': 680, 'h': 340}, 'medium': {'resize': 'fit', 'w': 1200, 'h': 600}}, 'media_url_https': 'https://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg', 'indices': [104, 127], 'display_url': 'pic.twitter.com/73msEijeP5', 'id': 841313154898485248, 'id_str': '841313154898485248', 'url': 'https://t.co/73msEijeP5', 'media_url': 'http://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg'}], 'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 0, 'id': 841313158560174080, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""http://balbona.me/"" rel=""nofollow"">Old Lsystem Bot</a>', 'in_reply_to_status_id': None, 'text': '{""start"":""YHP"",""rules"":{""F"":""[]YF[Y]YYPF"",""Z"":""+Y[PYH]ZG"",""G"":""GZZ+"",""P"":""P"",""H"":""F-""},""a"":90,""iter"":7} https://t.co/73msEijeP5', 'coordinates': None, 'possibly_sensitive': False, 'in_reply_to_user_id': None}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'media': [{'expanded_url': 'https://twitter.com/OldLSystemBot/status/841313158560174080/photo/1', 'type': 'photo', 'sizes': {'large': {'resize': 'fit', 'w': 2000, 'h': 1000}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}, 'small': {'resize': 'fit', 'w': 680, 'h': 340}, 'medium': {'resize': 'fit', 'w': 1200, 'h': 600}}, 'media_url_https': 'https://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg', 'indices': [104, 127], 'display_url': 'pic.twitter.com/73msEijeP5', 'id': 841313154898485248, 'id_str': '841313154898485248', 'url': 'https://t.co/73msEijeP5', 'media_url': 'http://pbs.twimg.com/media/C6zx216WYAAeZ3J.jpg'}], 'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, favorite_count=0, id=841313158560174080, created_at=datetime.datetime(2017, 3, 13, 15, 41, 2), truncated=False, geo=None, favorited=False, contributors=None, source='Old Lsystem Bot', text='{""start"":""YHP"",""rules"":{""F"":""[]YF[Y]YYPF"",""Z"":""+Y[PYH]ZG"",""G"":""GZZ+"",""P"":""P"",""H"":""F-""},""a"":90,""iter"":7} https://t.co/73msEijeP5', retweeted=False, possibly_sensitive=False, in_reply_to_status_id=None)",False,False,False,LSystemBot 1.0,1
2360241721.0,2360241721,phy_papers,"New York, NY","Continuous feed for phylogenetics papers from PubMed, arXiv, bioRxiv, and PeerJ PrePrints. Run by @RobLanfear",None,1451,1,44,2/25/2014 0:39,0,False,15020,en,In depth analysis of rumen microbial and carbohydrate-active enzymes profile in Indian crossbred cattle. https://t.co/bZ2mLGc2LJ,False,False,False,phypapers,1
21915158.0,21915158,doscareers,Worldwide,U.S. Department of State worldwide & domestic careers. Formulate & implement U.S. foreign policy and contribute to improving our global society.,http://t.co/nlJqTcVOsj,25076,4654,909,Wed Feb 25 20:37:41 +0000 2009,100,True,11838,en,"{u'contributors': None, u'truncated': False, u'text': u'SDSMT Information Session, Hisega Room, Surbeck Center 3/17@2:00 pm MT. #RepresentAmerica  #iamdiplomacy #careers https://t.co/Uxi5EDv7Ki', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841015949889273857, u'favorite_count': 0, u'source': u'<a href=""http://www.recsolu.com"" rel=""nofollow"">RECSOLU_State</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [72, 89], u'text': u'RepresentAmerica'}, {u'indices': [91, 104], u'text': u'iamdiplomacy'}, {u'indices': [105, 113], u'text': u'careers'}], u'urls': [{u'url': u'https://t.co/Uxi5EDv7Ki', u'indices': [114, 137], u'expanded_url': u'http://go.usa.gov/EW5P', u'display_url': u'go.usa.gov/EW5P'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841015949889273857', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 20:00:02 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,DOS Careers,0
739327418.0,739327418,LarryNoble_DC,"Washington, D.C.","General Counsel, @CampaignLegal, CNN contributor; Formerly: Adj Prof GW Law; Counsel, Skadden, Arps; Exec Dir, CRP; General Counsel, FEC. Views are mine.",None,1951,125,57,8/5/2012 22:09,10,False,170,en,"Status(contributors=None, truncated=False, text=u'Spicer says transition lawyers were govt lawyers and would be illegal for them to advise Flynn re: registering as foreign agent. Not true.', is_quote_status=False, in_reply_to_status_id=None, id=840280157088808961, favorite_count=189, _api=<tweepy.api.API object at 0x102e916d0>, source=u'Twitter Web Client', _json={u'contributors': None, u'truncated': False, u'text': u'Spicer says transition lawyers were govt lawyers and would be illegal for them to advise Flynn re: registering as foreign agent. Not true.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840280157088808961, u'favorite_count': 189, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 134, u'id_str': u'840280157088808961', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Fri Mar 10 19:16:15 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'840280157088808961', retweet_count=134, in_reply_to_user_id=None, favorited=False, source_url=u'http://twitter.com', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 3, 10, 19, 16, 15), in_reply_to_status_id_str=None, place=None, retweeted=False)",True,False,False,Larry Noble,0
338773168.0,338773168,claryssasantana,"Bronx, NY",I chose to take the road less traveled by.,None,36,107,3,7/20/2011 2:21,47,False,27,en,"Status(contributors=None, truncated=False, text=u'RT @VictoriaSB11: ""You have to see yourself as a leader before anybody else will""', is_quote_status=False, in_reply_to_status_id=None, id=839833996410425345, favorite_count=0, _api=<tweepy.api.API object at 0x108194290>, source=u'Twitter for iPhone', _json={u'contributors': None, u'truncated': False, u'text': u'RT @VictoriaSB11: ""You have to see yourself as a leader before anybody else will""', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 839833996410425345, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 144345476, u'indices': [3, 16], u'id_str': u'144345476', u'screen_name': u'VictoriaSB11', u'name': u'Victoria'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'839833996410425345', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': False, u'text': u'""You have to see yourself as a leader before anybody else will""', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 839723383604523008, u'favorite_count': 4, u'source': u'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'839723383604523008', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Thu Mar 09 06:23:50 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Thu Mar 09 13:43:22 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 144345476, u'indices': [3, 16], u'id_str': u'144345476', u'screen_name': u'VictoriaSB11', u'name': u'Victoria'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'839833996410425345', retweet_count=3, in_reply_to_user_id=None, favorited=False, retweeted_status=Status(contributors=None, truncated=False, text=u'""You have to see yourself as a leader before anybody else will""', is_quote_status=False, in_reply_to_status_id=None, id=839723383604523008, favorite_count=4, _api=<tweepy.api.API object at 0x108194290>, source=u'Twitter for Android', _json={u'contributors': None, u'truncated': False, u'text': u'""You have to see yourself as a leader before anybody else will""', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 839723383604523008, u'favorite_count': 4, u'source': u'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'839723383604523008', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Thu Mar 09 06:23:50 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'839723383604523008', retweet_count=3, in_reply_to_user_id=None, favorited=False, source_url=u'http://twitter.com/download/android', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 3, 9, 6, 23, 50), in_reply_to_status_id_str=None, place=None, retweeted=False), source_url=u'http://twitter.com/download/iphone', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 3, 9, 13, 43, 22), in_reply_to_status_id_str=None, place=None, retweeted=False)",False,False,True,Claryssa,0
1122855763.0,1122855763,nirdosa,"New York, USA","LI,NY.",None,81,80,0,1/26/2013 18:49,1356,False,3243,en,"Status(contributors=None, truncated=False, text=u""They're both disgusting. His parents should have raised him better too FOH https://t.co/Ks1AsHb3ao"", is_quote_status=True, in_reply_to_status_id=None, id=840014026826514432, favorite_count=0, _api=<tweepy.api.API object at 0x10ec0a290>, source=u'Twitter for iPhone', quoted_status_id=825750170902097920, _json={u'contributors': None, u'truncated': False, u'text': u""They're both disgusting. His parents should have raised him better too FOH https://t.co/Ks1AsHb3ao"", u'is_quote_status': True, u'in_reply_to_status_id': None, u'id': 840014026826514432, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'quoted_status_id': 825750170902097920, u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/Ks1AsHb3ao', u'indices': [75, 98], u'expanded_url': u'https://twitter.com/jimmie_dean_/status/825750170902097920', u'display_url': u'twitter.com/jimmie_dean_/s\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'840014026826514432', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Fri Mar 10 01:38:45 +0000 2017', u'quoted_status_id_str': u'825750170902097920', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/Ks1AsHb3ao', u'indices': [75, 98], u'expanded_url': u'https://twitter.com/jimmie_dean_/status/825750170902097920', u'display_url': u'twitter.com/jimmie_dean_/s\u2026'}]}, in_reply_to_screen_name=None, id_str=u'840014026826514432', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://twitter.com/download/iphone', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 3, 10, 1, 38, 45), quoted_status_id_str=u'825750170902097920', in_reply_to_status_id_str=None, place=None, retweeted=False)",False,False,False,H,0
